name,H1S1V1,H1S2V1,H1S3V1,H2S1V1,H2S2V1,H2S3V1,H3S1V1,H3S2V1,H3S3V1,H1S1V2,H1S2V2,H1S3V2,H2S1V2,H2S2V2,H2S3V2,H3S1V2,H3S2V2,H3S3V2,H1S1V3,H1S2V3,H1S3V3,H2S1V3,H2S2V3,H2S3V3,H3S1V3,H3S2V3,H3S3V3
IMG_0602,63317,206663,24737,2720474,188524,11970,27946,5908,3365,38134,327060,131161,231276,1055569,11597308,862,88735,110115,243119,166715,324879,284926,41602,748,144,20646,1
IMG_0461,55929,196055,18092,2866255,223534,14734,17132,6491,4069,160081,320294,134245,251812,521397,11876782,1321,114056,115440,221718,128950,341682,308050,14830,1030,225,1700,0
IMG_0394,143107,216707,231319,2026973,446737,26756,342334,34673,7770,171875,683266,261569,205772,451044,10956728,144005,1580,205459,240910,471735,361010,118697,7147,87689,52844,124,18074
IMG_0606,54530,194683,18892,2881131,193601,16021,13611,5517,3505,37869,318976,133396,243761,513691,11980616,879,114191,115028,247292,150030,341830,307213,25569,1825,110,2136,1
IMG_0321,160472,284576,199093,2277212,352950,33046,250504,21890,7783,189793,489924,157734,245298,424500,11634048,71157,2291,220510,213075,151727,323581,175953,3942,20710,2914,55,1166
IMG_0569,57413,168532,13592,2743795,179922,13948,9684,5601,2663,96073,353057,145089,245164,385013,11827892,2042,34472,111324,333610,71021,333347,309369,213444,181013,323,78501,0
IMG_0352,113994,98052,170257,2406857,439724,34083,225057,19911,8308,29395,341176,180932,140995,391620,11865547,108159,2157,190637,284615,227926,353610,147729,5416,48132,36306,89,45220
IMG_0402,155279,234124,171771,2117673,397230,117004,301998,41598,8017,60743,873877,180169,86653,360488,11405722,155082,1978,214771,261484,266134,321470,97373,1686,20783,61333,1,1463
IMG_0546,53668,304453,36698,2438509,387157,17564,6402,4476,3354,116839,393826,132441,224348,437655,12269917,1297,104341,103952,188572,93565,304366,280404,10967,845,258,30,0
IMG_0420,61177,330155,38166,2770697,214294,15627,8370,4234,3266,34432,263964,138002,236351,858426,11707646,991,111148,111217,195714,166807,328863,295032,18613,2276,148,288,0
IMG_0663,61292,39089,74835,1132292,162166,14727,82583,14499,3194,134023,214178,101449,69450,263766,14535583,26136,789,56489,158167,196667,166016,32439,3276,322042,1640,384,48733
IMG_0325,100663,196510,177535,2319880,541268,32076,178473,28169,9491,74988,338694,196155,219859,421295,11797632,60797,2081,231760,215430,223175,366784,173485,3792,2475,2863,43,531
IMG_0550,105393,154285,149496,2651071,159992,11789,149537,6597,2990,24397,317735,189950,235300,452761,12156098,734,107098,114780,129069,221111,357089,194323,22369,103,286,1532,19
IMG_0446,64750,268452,22481,2654229,308318,17115,6867,4453,3046,137040,317538,145650,243009,517796,11870165,1352,111803,111079,299745,102753,331227,300418,41863,34145,135,474,1
IMG_0357,122271,117155,181751,2203855,270749,28187,284868,13450,7142,40522,416440,184473,96417,707210,11860696,135787,1716,209604,248715,336911,312758,93916,3883,1244,35094,77,1013
IMG_0463,71374,214289,24039,2928542,147163,12723,21043,5671,2787,154172,344395,133329,259643,463592,11767069,1830,79814,115478,233712,143104,344036,319857,87839,3303,675,36425,0
IMG_0597,54623,326939,37182,2255663,779870,25954,8148,4891,5207,165765,457476,141153,242165,471569,11849461,1562,111046,112417,190529,45946,321427,292603,12885,1114,301,8,0
IMG_0373,142981,218892,235218,2176693,420769,31391,292523,23931,7814,68316,371468,340411,110777,405374,11722697,154516,1423,221250,142502,296432,351641,88345,6330,12247,71730,42,191
IMG_0528,62675,283683,20871,2199722,745557,22872,6064,5223,3162,242830,325494,139314,242143,454057,11951635,2147,108907,108062,293985,69540,315738,293909,16135,1982,180,17,0
IMG_0353,108377,82874,156595,2378818,275611,22990,153561,12090,6730,37263,406358,163775,162649,365984,12163477,72540,2288,118314,251942,267658,325809,174876,6719,97832,3936,420,96418
IMG_0534,58970,295963,24884,2830683,224624,16140,18286,5975,4176,104178,322418,138244,240187,487914,11990315,1121,113399,113914,167107,114276,332984,299251,9996,630,230,39,0
IMG_0694,71020,52229,99302,1212647,222829,15793,137405,26095,4354,135170,234172,139599,25922,233278,14123630,3789,724,66194,198194,261007,203863,28823,3162,355381,3775,386,57161
IMG_0595,87045,347860,34209,2287791,786735,24030,7498,4875,3983,180057,352621,152474,251250,478349,11657511,1760,113558,112629,228316,147974,330908,303119,17425,3649,258,20,0
IMG_0695,85458,50043,95487,1316082,155161,15864,143785,15890,3539,142738,216019,107970,27036,236792,14407078,1436,1007,67324,217076,207636,203343,26334,2235,109446,610,621,59894
IMG_0612,65858,291139,22282,2769693,229305,17301,10868,5203,3626,221150,350961,130434,314860,561275,11658822,4231,111296,111292,292868,100055,327899,300780,13313,1088,240,65,0
IMG_0590,99883,290003,31742,2743080,196526,15276,28268,6327,3458,181173,334770,146814,319716,569009,11805111,3353,110010,110004,146618,150603,324192,290114,9467,119,200,68,0
IMG_0640,127905,107977,114424,1114805,424375,13890,270044,128217,5049,169367,246989,142908,32629,296725,13665657,2156,618,43223,221246,307585,248195,24136,1716,76329,14956,308,114475
IMG_0437,49799,304502,27242,1913977,1132772,26933,4843,3853,3277,140730,348709,268418,251216,294199,11679577,2475,113047,111783,124597,450280,331724,299891,29297,2575,167,21,0
IMG_0628,73113,62443,133329,1657949,356879,15606,188927,45018,5701,185544,308894,173490,20854,300992,13291011,3212,810,89695,225700,291277,269332,33949,1590,83496,12267,300,84526
IMG_0333,125743,225399,200810,2127070,554490,31972,287310,29948,8472,77829,460695,248982,216268,485792,11476343,84165,2602,230301,164613,346345,355502,155752,4555,7690,6561,61,634
IMG_0365,131480,145879,204751,2109453,430128,29773,313572,33208,8646,109781,843098,216354,110104,378090,11537021,154712,1510,218994,222375,271026,327871,71459,3523,353,42662,15,66
IMG_0610,111090,364364,57157,2847487,242307,29900,18110,6482,3873,134839,455160,166854,265189,503572,11613083,4067,110944,110377,144238,102957,318655,297797,6453,277,660,12,0
IMG_0412,89601,78905,149104,2404709,262553,23403,146472,12243,7121,27261,364649,154329,131358,573835,12035736,95263,2386,117952,280361,253935,327173,161512,7898,99144,11301,311,97389
IMG_0683,81747,46729,90523,1281431,148586,711595,181883,15927,4005,135928,200269,96041,21885,234915,13867324,2524,802,66034,203142,163904,193455,33534,3023,66884,2752,692,60370
IMG_0340,165774,123324,166316,2234959,321039,28767,338747,19444,7411,158273,354690,158883,156587,400221,12033006,106221,2001,191297,231331,140262,332096,161833,4373,38276,9346,94,31333
IMG_0537,64214,276159,55923,2807515,260349,20522,12741,5073,4226,174946,375205,137291,245152,489072,11812961,1265,112824,112828,295449,16165,327859,297390,9734,730,296,15,0
IMG_0421,64201,251644,20497,2786186,180207,15435,10365,4976,3217,61048,393333,139709,242984,525213,11957685,1574,105798,111782,195261,166073,332073,300831,26979,12025,137,6670,1
IMG_0509,57904,291612,19539,2905892,238088,17380,11564,8399,3641,131835,294647,139333,265784,548070,11725761,1756,118042,116535,224616,125771,344078,315861,9146,490,100,60,0
IMG_0441,56082,278331,21457,2761074,221981,19202,13761,6095,3961,105723,310275,135511,249961,491436,12173007,1316,110241,109466,183626,47191,320403,287781,7770,166,84,3,0
IMG_0634,68732,97326,135696,1380500,799787,17248,183911,149338,7436,209355,325362,163082,21374,400553,12594281,4494,1063,21113,286332,404256,304380,32188,13572,95794,22724,378,175629
IMG_0660,100071,52807,91878,1262975,142584,13102,181334,15253,3331,159597,231744,115748,56164,275522,13686689,6458,890,65468,166532,278065,208185,31002,3012,704590,3067,512,59324
IMG_0564,37494,255077,15027,2585050,373765,19244,7818,6114,3383,44200,278648,135198,243207,475463,12217090,1245,110473,108816,240075,121475,321755,294521,19997,687,64,18,0
IMG_0464,58343,262767,25140,2898521,188802,16002,9421,5369,2573,99116,318589,137958,248719,530093,11782393,1095,115056,114841,306041,113252,341310,317788,17118,4003,213,1381,0
IMG_0690,104341,66503,87029,1234760,151238,14171,144519,15612,2987,170054,288855,106835,63847,290509,13739048,5293,764,62742,191975,201051,182574,28825,2858,701681,2145,444,55244
IMG_0314,125977,122524,196105,2383004,401457,30986,301618,19605,8020,22873,358137,228171,125442,384616,11852012,119095,1711,233903,187344,311714,352093,101024,3857,377,43619,129,491
IMG_0631,181251,104467,131466,1462886,232139,17241,388338,54931,5264,220334,278851,138932,25671,318187,13316518,1566,878,87201,288271,185538,265399,23070,3215,89656,6084,510,88040
IMG_0329,122199,136580,178144,2445463,362787,29409,238291,19238,7815,101605,357938,168218,140197,382748,11938951,110275,1868,229323,264258,151430,344342,143433,3188,3380,32269,127,2428
IMG_0691,91088,60297,85996,1185935,201711,15348,124021,21119,3745,188129,251790,104594,95411,318862,13901612,8065,953,60459,179935,139006,173205,31613,4277,612926,2933,313,52561
IMG_0319,168249,275396,192224,2480118,351918,46054,251637,13723,7594,138213,379007,168125,220764,445373,11606793,54574,2086,226082,217473,155595,338858,160828,4640,7942,299,79,2260
IMG_0493,43740,306334,34993,2518717,429765,19903,7111,5465,3430,96051,402562,161955,236939,465223,11996088,1581,109019,108260,208745,136884,317530,292854,11451,1095,194,15,0
IMG_0627,68720,75575,130096,1482652,637958,16133,190865,108680,6758,198238,296398,156769,19919,362383,12975744,3703,1029,23930,244812,305359,288391,35690,9570,91889,19708,401,164534
IMG_0673,78542,67496,107828,1326526,288767,18362,194431,48787,4348,172613,329989,122882,31838,273044,13698411,3307,862,75847,272580,267799,221977,29507,1607,198857,10953,317,68427
IMG_0407,143004,95897,161804,2261809,261693,29455,302165,13551,6817,54720,322959,159676,146502,361117,12281114,70793,2355,134446,214355,223687,329892,164929,6053,80806,264,120,85921
IMG_0679,89841,68573,111217,1327985,183154,15962,193247,24596,4209,158412,285087,126945,25971,247379,13991094,1652,882,70464,189368,187291,208171,32467,2999,301193,2682,533,64530
IMG_0400,130791,81829,147697,2332982,255596,25824,239193,15948,7127,35256,312972,140963,104270,345931,12329305,133415,2711,123466,241663,202236,330627,143955,3482,98506,33489,148,96522
IMG_0626,69156,63312,120128,1622419,355252,12591,196892,59131,5819,187660,250514,168869,24403,289146,13106650,3117,1082,13191,271972,406898,277785,77812,23657,133710,11016,657,163065
IMG_0605,54148,188329,18029,2764613,126233,14673,9394,5724,2297,71861,379811,130337,245442,542927,11933251,1153,85346,110427,325406,126362,328158,305173,80760,39511,153,26386,0
IMG_0514,191185,319730,18168,2607456,369948,21246,9384,6607,3307,674006,1129966,132222,298652,514838,10455924,6541,110596,108965,283190,21504,320891,301133,9426,861,147,11,0
IMG_0483,48840,282770,19603,2797223,222790,15211,9814,5862,3463,111960,323055,130836,249817,497807,11877557,1439,112144,111828,315175,121544,329515,310280,15682,1324,287,78,0
IMG_0647,79057,84923,92078,1108765,217539,15386,61198,15189,2433,142303,271560,80694,84947,278628,14281767,39406,590,57114,224050,143428,157504,32358,1753,392495,2812,195,47732
IMG_0404,134152,98081,164853,2228645,272126,31484,282798,12499,7002,61740,352340,158808,121811,865190,11778011,91266,1723,153329,310041,180294,321784,156138,5954,58725,4991,112,62007
IMG_0556,55376,231047,16742,2886001,212387,16705,11125,5665,3228,124173,289100,139556,262054,533317,11773226,1421,115725,115267,290595,145140,342637,311985,31034,1504,132,762,0
IMG_0538,57409,286986,21610,2750522,292218,19113,12400,6290,4223,152173,316572,134163,252478,497285,11887214,1453,112377,111877,296334,66772,327267,298839,9705,440,174,10,0
IMG_0506,47198,263033,21525,2799118,214062,14783,14170,7521,4081,64455,335440,141214,243741,491099,11996993,1265,112372,112160,216370,172887,333167,296372,11093,1409,190,186,0
IMG_0584,66039,283619,24332,2602517,358944,19255,8651,5285,3542,170906,360516,137088,241401,472124,12020143,1545,109595,108784,227407,71870,318302,292588,10556,620,252,23,0
IMG_0662,72531,40957,79480,1137278,101115,10794,99096,8333,2995,159572,234043,114782,80156,270585,14306980,10691,724,54712,163679,195605,166699,29210,3704,522620,867,867,47829
IMG_1177,110934,108515,117257,1089523,406883,16650,248279,106272,5458,165592,261280,162322,24352,277157,13804643,1779,971,78387,252154,180017,227965,14669,2458,179239,1933,320,70895
IMG_1024,88468,70135,97340,1021775,354595,17602,174648,62666,4444,143319,235534,143569,23167,231339,14362600,2305,743,68958,190061,182964,196604,20402,1368,160447,2111,172,58568
IMG_0890,54453,65643,108849,1327315,278398,18248,83157,25040,4159,84224,253991,103762,25208,246483,14247678,65009,923,70757,197996,131202,197747,38059,1757,215298,10434,207,59907
IMG_0808,85898,46597,92393,1290557,135514,12481,167502,18297,3582,142841,215829,114274,25021,273983,13375323,4410,863,56632,228056,292899,205349,30128,8306,1016193,1729,969,70278
IMG_1000,74710,74998,103919,1107913,315389,13754,116713,37723,3665,189895,313062,140590,74303,300668,13434256,10992,619,64606,279885,181991,189527,26666,1860,795014,6526,251,56409
IMG_0894,58174,49254,84381,1425685,149022,14108,77096,10837,3897,125190,213027,81083,26736,266720,13576180,28548,1031,67074,267815,164504,194191,37997,8652,921349,1934,918,60501
IMG_1135,75874,81576,120812,1011905,420947,16160,182451,90535,4900,151989,263080,150515,25336,257049,13920152,2690,710,71642,256376,230142,206356,18605,938,285546,6892,212,62514
IMG_0298,91608,75453,184050,2507037,270046,25523,169122,10323,6989,19218,361952,216811,177744,590223,11774318,56827,2256,142655,208967,347631,341595,174497,7077,68162,5197,214,80409
IMG_0961,87227,71913,119876,1146549,330306,17047,207189,58768,5043,148539,225861,155576,21740,249809,14183280,1694,764,73553,232498,207882,215383,18736,2100,67547,3123,274,63627
IMG_1159,83813,88862,118778,1084644,633930,16563,132314,115974,5894,171069,297055,154881,28136,307124,13575897,2333,860,78691,288755,294501,247060,18472,1924,81023,10059,303,76989
IMG_0957,77283,69743,89517,1000319,369355,15840,119866,48199,3973,158330,245074,121115,58147,272009,13872466,8767,773,62766,171640,127291,177181,23402,1280,761870,5908,162,53628
IMG_1153,63711,77922,104462,1163824,507467,14323,150921,89797,5301,168729,276633,106810,34425,305238,13697987,3044,910,49095,280181,326308,233202,23088,4757,120751,6496,477,100045
IMG_1133,138669,98202,99739,819192,270117,17422,330855,70684,4369,143423,224805,132341,22598,225700,14309314,1318,614,68126,216537,199179,185132,13200,1348,265606,1656,224,55534
IMG_1106,68674,75830,98640,871385,484333,16896,147886,74062,4931,164197,229675,157365,64806,251543,13368586,4726,644,67396,258123,237954,190647,19632,3396,992219,6775,141,55442
IMG_1007,68311,71783,97930,1149397,320658,12174,168829,57554,4385,142983,257415,99571,22822,260977,14060444,3733,816,60773,270599,241621,203441,23237,5014,230865,7895,393,72284
IMG_1040,72827,79098,104902,845274,592626,16615,156240,117392,4859,174487,262938,139519,35702,267673,14092193,2013,734,71578,293361,152413,202357,16314,911,146001,4911,131,62835
IMG_0885,88667,48062,94504,1396296,246999,19961,163179,26921,4236,156763,249118,128305,25574,251600,13982328,2252,879,76719,239203,181933,215277,30269,1476,218249,1422,326,65386
IMG_1109,147469,105072,100261,1012029,194456,14113,327518,48644,4004,191096,240885,99270,22419,237850,14329506,1881,924,69540,223563,118178,195291,15728,1133,152892,1053,259,60870
IMG_1057,62011,93373,102748,670875,894613,18146,87904,198333,7864,157177,242049,159919,30054,309230,13842851,2667,818,75553,213125,299387,235627,18499,1897,107724,12520,233,70707
IMG_0907,61680,56255,98610,1220930,166110,12283,78299,13737,3105,126712,285372,109234,81154,311615,13132462,44771,787,59774,234494,227817,175889,32333,7734,1316191,5696,375,52485
IMG_1179,89388,63067,86192,1186717,199407,13211,155298,26718,3794,159229,223937,145513,51370,274550,13274105,3519,738,63263,160662,189148,201032,22898,4034,1258911,2014,507,56682
IMG_0878,62355,45590,110570,1830809,177016,12898,109481,17595,4594,138543,221569,111821,19828,264486,13397058,40701,1072,15400,271779,316215,276406,56077,70485,180343,9251,4001,149961
IMG_1039,69127,106067,121877,871933,606871,17890,143449,122895,6070,158904,279304,150004,29533,253157,14042669,2164,628,73566,307491,193219,205778,18463,1457,64344,5797,166,63081
IMG_0952,203662,105025,104952,952839,287175,16741,368783,106172,4733,164020,225935,142886,28979,270542,14041013,1435,816,78105,275039,154733,219603,14216,1073,77379,1610,232,68206
IMG_0882,79769,55529,93417,1291003,282216,16977,148573,41901,4682,150244,252644,107386,25188,251468,13985689,2888,1149,73574,211030,218246,209156,31541,2597,313754,1277,315,63691
IMG_1051,63437,81091,107482,1011778,676099,17701,122373,110214,6327,163969,270381,123508,30688,287668,13820883,2763,814,79186,290454,217001,226567,22006,1802,104129,6689,255,70639
IMG_1124,64872,86001,106195,906659,674608,15925,111674,143318,5413,154929,274749,118559,26377,285519,14022750,2449,760,62731,208428,206179,222269,18052,2221,101995,11023,253,81996
IMG_1187,76594,74092,110634,959540,385844,14623,181539,77541,4569,141451,278039,180207,25140,252696,14013339,3084,651,67563,242368,363389,209628,18456,2368,166586,6020,300,59643
IMG_0804,71950,48683,79555,1178382,175088,15622,72613,15419,3049,120867,183417,99767,59767,278097,13934577,20666,727,56791,179427,218826,175788,30023,5377,838125,1829,505,50967
IMG_1145,71399,95460,117988,766572,784405,18676,117864,176830,7156,161194,285318,166092,25088,284009,13814046,2473,729,77830,249459,263131,223492,16701,1252,111787,8242,215,68496
IMG_1113,72051,86598,104481,1154146,279073,11488,166046,53999,4506,142169,280114,111927,26569,254157,13954183,2148,739,61682,227574,257963,207585,20810,2609,358120,6649,405,68113
IMG_1013,158693,111907,118896,949094,471776,17178,278115,166443,4837,168837,217268,185542,23423,282618,13872658,956,746,81027,206676,192337,241985,11907,925,75080,2332,219,74429
IMG_0812,80900,72506,104142,1280535,281705,20753,159441,33063,4615,157949,239787,97057,24706,246922,14230929,7013,764,73139,205652,120383,202643,29472,2328,172593,4333,295,62279
IMG_1004,56310,65299,85296,819965,463168,15772,133748,64612,4430,196757,253112,127895,119962,357697,13728309,8407,589,62605,292441,238572,176593,21330,2575,561899,5945,146,52470
IMG_1012,91130,67842,94567,1056293,263827,13479,211120,61209,3914,153698,303138,121530,42428,254066,14269699,2792,737,66873,164090,167891,195713,21607,1871,223093,3693,278,59326
IMG_0960,65651,60033,104722,1034906,440749,18314,157029,67279,4786,142280,218340,154788,24744,242150,14285127,4046,668,71840,201961,252962,203625,22502,1346,67080,8505,166,60305
IMG_1118,91597,70150,89166,1089318,313557,11388,215016,70356,3656,148230,204948,101203,33468,209439,13964556,1851,666,36539,293626,244069,206052,16575,3122,394174,3676,427,99079
IMG_0928,56320,33230,76861,1234469,72362,9962,78922,9062,3042,136435,184657,100407,62042,294794,13145867,11956,983,27132,217369,300517,181564,33513,43139,1516575,1491,1887,81346
IMG_1190,58063,78324,119426,812008,756807,20546,114656,141719,6857,154431,225377,177056,23260,258775,14054696,2242,693,76206,250100,205752,219801,17635,1276,66739,7057,170,66232
IMG_1002,61416,63815,93622,1114684,392866,13802,120604,54884,4808,193561,290914,117159,99053,339650,13781267,10043,772,68045,211544,278834,207953,26358,2552,299060,7814,267,60557
IMG_1034,59932,84903,112608,905913,746748,19338,104290,122706,6166,160122,280299,144676,25003,273907,13825998,2635,736,78241,283358,263772,224906,19580,1359,91230,8898,174,68406
IMG_1067,71879,89388,112361,951271,549952,15969,164431,136125,5584,155258,256609,186467,27932,273059,13968752,2613,712,75017,203197,213937,226439,19870,1881,132889,6521,214,67577
IMG_0880,60774,41118,102008,1615343,178783,16806,85594,11202,4049,115956,202805,92096,21063,281502,13525504,40012,1018,75923,242010,169658,220757,42650,8462,687595,3218,1066,68932
IMG_1144,63041,91208,104939,916620,678959,15938,125513,136793,6344,160857,283905,115469,29518,290779,13859964,2741,729,69700,259537,227235,221503,19346,3065,148379,6922,308,76592
IMG_1087,120328,109973,118098,1145351,291272,21537,193625,52003,4371,173748,276960,116408,52393,284687,13119409,2967,813,67351,181261,120118,187926,18430,4852,1189513,4668,211,57631
IMG_1038,45682,67772,96248,806834,642131,15599,117184,104636,5613,160835,265523,118475,53172,287600,13930218,4451,888,69013,299248,198621,195286,20966,1844,342154,5098,178,60635
IMG_0991,57028,54198,87875,1102088,379681,13036,135032,54211,4042,139930,247260,111945,27877,273940,13863547,3295,849,59520,247518,268964,201160,22155,3014,479679,7521,427,70112
IMG_1093,66517,65297,101763,1317073,275930,12257,161896,38364,4057,149062,218670,103494,26560,251919,13342770,3862,932,36884,202797,270723,214523,23036,11079,904160,8220,477,103582
IMG_1008,58377,59978,95564,1152885,399717,14687,139205,55050,4814,144609,267468,107539,21018,253378,14192504,5136,920,71633,240405,192219,203836,24592,2687,135578,8238,355,63512
IMG_0809,77206,56523,93782,1277658,192167,14504,151547,22931,3915,140997,230827,108890,22870,245886,14112585,4979,996,67333,192325,188235,201273,30186,3470,411587,2528,433,60271
IMG_0932,50808,62297,118340,1247201,646264,15607,92339,75673,5777,168292,283218,155159,22629,271239,13548774,5853,963,74980,215838,382250,267273,31325,2391,78028,9500,378,83508
IMG_1033,75080,45416,88230,1325455,136383,11354,166323,19083,3495,144348,198663,92160,31529,244920,13696658,2271,1034,25951,231230,230748,199493,28873,26190,782264,3719,811,104223
IMG_1049,59371,76779,113464,1122517,378833,14531,152611,61535,5146,167427,295507,123883,29295,259903,13979786,2806,788,69818,217425,148501,202631,22702,4019,336453,6844,331,62998
IMG_1041,70204,102905,121567,605842,990082,23296,101437,201852,7029,167486,261945,197646,32000,297490,13698524,2489,585,80410,267061,283720,229769,17497,473,71040,14249,95,69211
IMG_0986,85693,71042,104996,1091962,411326,16520,198629,87393,5363,154566,227590,141302,22724,263436,14028920,1758,872,74939,222825,191791,221492,16934,1724,201987,3377,270,66473
IMG_1035,65050,81241,111852,907790,538761,15489,158264,113824,5179,147253,265295,139191,28275,248667,14152042,3739,775,71560,212083,278314,211259,22885,834,64197,8502,145,63438
IMG_0802,87543,68760,87481,1225596,169905,17294,113158,16416,3056,151270,229359,102150,64682,294323,14032968,7976,834,61346,177435,242942,184906,25998,3302,491508,916,458,54322
IMG_1127,59637,64047,100725,1141491,361274,14798,145811,53029,4405,141093,255924,108533,22710,249943,14179397,3707,781,68995,208343,294197,210137,22486,2118,131411,7769,368,62775
IMG_1117,77630,55865,87044,1097731,267742,14646,180733,47745,4201,138729,235904,108311,22096,236925,14338588,2003,808,66504,223003,164428,190786,19474,2365,269393,4248,326,58676
IMG_1158,81377,120287,133909,721600,774715,23139,151418,176615,7266,174033,243174,179251,21887,247456,13969046,2080,681,79624,247192,190680,215576,16864,260,65825,7727,107,64115
IMG_1071,58026,72157,118709,1087405,555414,17389,118939,72978,5079,159388,287629,141309,23188,268269,13912533,3222,713,75423,264176,227402,220778,22231,1202,128167,7204,196,66778
IMG_0933,67511,49217,92657,1432222,155570,12525,151012,21308,3964,143180,179955,117325,22126,270242,14064703,6873,966,18954,185084,209728,217148,37687,46730,279794,8120,1077,120226
IMG_1037,61615,65436,95738,1186366,306382,11487,170082,49024,3892,150414,230873,97804,32047,267858,13676815,3436,897,27943,321375,217500,204889,24143,4162,592806,6637,560,105723
IMG_1149,60804,68249,104857,995713,526391,15558,144628,91100,5654,149303,255433,164882,25165,270702,13791597,3136,820,72785,217881,337061,223330,20712,2476,297337,5599,250,64481
IMG_0955,92388,92623,108338,1172262,369894,17882,117543,43513,3825,163255,245309,106730,57661,311560,13761222,10149,740,65765,194746,184293,212808,27294,4003,485261,7246,370,59224
IMG_1122,153713,103691,104398,972708,367610,16285,279602,109625,5004,158222,222921,136688,21631,259701,14094486,963,779,75951,226739,171178,218547,12486,1077,131654,1879,295,68071
IMG_0931,68083,69276,118156,1316915,412941,16891,180824,64971,5209,162698,276476,144570,25908,290913,13694808,5127,994,65335,215773,254157,238206,29720,5349,154624,8740,424,88816
IMG_1080,55400,77976,98395,1072901,537957,14279,125789,95502,5691,155077,264275,118492,20681,219426,13785812,3410,819,74992,290959,243566,219497,20643,2036,338418,5065,295,68551
IMG_0905,77283,46168,115072,1488714,146334,14985,132200,13459,3747,150472,221024,154938,23513,283654,13805049,3782,956,64196,201104,236992,242843,32892,4793,374502,2057,701,74474
IMG_1046,160866,85475,103902,1086669,270883,14114,283400,83268,5083,154426,196364,140618,23317,263760,14167492,1061,802,75205,214344,180043,225564,15124,1703,91463,2604,307,68047
IMG_1076,74371,76277,94383,943498,368827,13372,119841,51643,3758,160753,251242,130664,66226,293198,13581905,5593,771,60242,169833,166478,193483,20549,1474,1008580,5565,189,53189
IMG_1059,101925,71563,101000,1252189,277620,13080,241590,57811,4791,157801,183916,138740,25138,275648,13693400,1636,845,71332,223429,301785,242069,17501,3666,378989,3184,448,74808
IMG_1128,52289,69909,101111,897204,646755,17312,109663,108749,5324,148849,261286,125613,24732,258659,14040641,3136,795,72199,238803,241298,213363,19189,1520,186558,5867,186,64894
IMG_1167,64935,127454,142840,464627,1080482,31461,100755,315365,12191,181168,287098,227815,43670,425276,13321413,4016,554,81675,217367,334604,263838,16618,1757,79776,12934,210,76005
IMG_0888,85147,49955,105729,1414738,176325,17347,152299,14614,4281,148626,282522,129860,22404,254036,14191895,6198,850,73342,224392,178894,211217,37088,3390,65819,1358,393,63185
IMG_0987,62470,63810,104047,1166184,420245,14460,145946,64660,4801,153087,267499,134277,24658,271393,13907250,2734,819,70751,232642,220354,221238,23026,3280,259163,7639,358,69113
IMG_0919,90421,65774,97224,1230003,205444,14916,169227,30482,4070,144247,245927,125908,27019,253225,13989722,2357,908,68608,229899,249200,204573,24269,2275,379023,1171,340,59672
IMG_1184,77937,52349,85057,1073019,118619,11000,144957,14410,3489,177529,247608,122053,113082,349455,11898469,5983,890,55944,266845,244198,173017,24939,212735,2390678,2418,385,48839
IMG_1029,88987,56604,91648,1283510,223542,14520,188618,32850,4262,149087,232416,116005,21979,252980,14142018,1945,943,71669,235914,184389,207190,22167,1357,223217,3095,310,64682
IMG_0200,343261,468341,202535,498991,298335,103531,164398,149971,19178,178532,94741,135557,111939,221599,12818640,9441,806,7940,432685,383522,223043,94637,74660,772131,5219,35459,66812
IMG_1180,99268,87307,137949,1042220,328771,17789,163137,47260,4186,215058,281428,226831,115364,353702,13157084,4665,695,67872,246728,233695,200540,17552,2008,805268,6527,71,52929
IMG_1175,177742,121021,118515,876461,385358,19813,273362,159402,4656,170924,294961,149469,35076,267639,13973182,1511,692,76257,237476,207678,215829,10469,330,67672,3083,151,67175
IMG_1048,75243,83802,102803,1228092,244550,12831,171088,38465,4124,171863,266433,98822,27665,258242,13862644,2885,880,68348,218499,153444,199672,22377,3311,530343,5921,415,63142
IMG_1112,58306,66209,114161,1132762,371973,14240,139573,54595,4863,154281,287118,121481,25262,254183,14121448,2707,848,69242,265324,155542,198298,20906,1897,211148,7264,332,61941
IMG_1086,158667,102461,110389,1064089,217397,22147,262315,35702,4403,192197,229274,128314,65752,284591,13428863,2265,809,65714,204337,112035,175436,18636,1937,975135,1304,106,51629
IMG_0806,77023,67357,105175,1183792,317238,16429,176095,51593,4721,152124,266494,132576,25871,256857,13817848,4002,905,71528,207461,229805,211498,25457,2665,440300,7414,326,63350
IMG_1164,124348,117186,118935,880545,558142,16064,202055,143148,5251,163417,258770,164858,24487,221690,13861437,1801,684,77147,202022,182779,224192,12415,1062,280336,2983,264,69886
IMG_0217,604605,320546,183173,1109171,145589,102939,337810,30847,5704,201431,169491,130975,129869,216164,10785787,16257,1142,5008,580092,424856,291177,203257,147593,1624997,11641,67778,68005
IMG_1160,89169,105004,131469,1030731,599009,16830,167576,142889,6417,167222,313052,177182,25780,311507,13493731,2582,796,74828,263185,341934,245154,18199,2487,99087,9599,359,80126
IMG_0926,90592,76762,111241,1214144,363322,19189,214948,68449,4597,172678,264325,154540,27624,267778,13860943,2360,917,78184,226914,175150,228077,19296,851,199661,4724,194,68444
IMG_0964,147966,84954,135377,1123875,219223,18677,275006,49138,4664,159593,245675,169840,31688,246644,14247617,1464,911,72139,174694,121154,203453,15649,990,102659,752,182,61920
