name,H1S1V1,H1S2V1,H1S3V1,H2S1V1,H2S2V1,H2S3V1,H3S1V1,H3S2V1,H3S3V1,H1S1V2,H1S2V2,H1S3V2,H2S1V2,H2S2V2,H2S3V2,H3S1V2,H3S2V2,H3S3V2,H1S1V3,H1S2V3,H1S3V3,H2S1V3,H2S2V3,H2S3V3,H3S1V3,H3S2V3,H3S3V3
IMG_0783,99747,71016,93432,1253246,183196,39997,200628,21639,4257,151581,277039,97081,27373,243943,13983700,1820,841,68726,222398,190496,201990,25563,2262,391786,1054,465,60628
IMG_9645,574878,582558,392134,397206,265227,138903,91588,123614,27187,217371,111345,150895,90032,205974,12783493,10270,728,8730,447171,361529,244166,106826,70100,395355,2276,36099,80249
IMG_0754,126949,75586,96787,1233956,190108,16432,185044,24213,3644,181867,280005,126647,65604,287292,13837035,3170,859,67699,204618,179293,192770,23104,1782,451686,1355,343,58056
IMG_9775,648053,423775,213072,560478,120609,83825,80537,23792,3877,196654,97287,124381,81486,147415,9604162,6783,1198,5803,441832,279959,210724,100203,109526,4249235,2457,48406,50375
IMG_0701,83788,53878,90875,999758,165888,13295,91365,16512,2746,141965,214371,148495,72178,249451,13735326,9109,673,52020,134193,203733,163962,24820,3074,1198813,1847,234,43535
IMG_9568,330260,424014,260874,735858,641875,163700,162623,246743,38675,143802,154221,182016,142507,258374,10695141,31152,975,10139,449731,542451,311897,170675,156152,1501973,10999,47271,101806
IMG_9992,453922,442695,413388,489610,536340,203458,108879,229488,58325,286296,106454,158809,134908,243331,10267920,11034,736,16957,455553,438773,268538,98928,141976,2221457,4139,4859,119131
IMG_9580,456875,292471,179651,1249784,160182,95248,280003,33973,6557,143712,183307,121571,161573,171641,6691345,23123,1126,3986,540443,430175,292749,213671,201982,5827407,11614,70426,71309
IMG_0767,87162,66593,97430,1243910,179543,12921,176929,25820,3775,157738,207005,130368,41738,283258,13611866,2957,900,50932,220973,258969,210363,27060,5609,731331,2364,743,77647
IMG_0758,124782,91900,89977,1205718,173655,16382,163164,23195,3572,194141,305820,84294,47158,255787,14261003,3243,785,64459,242428,132161,181604,28172,2507,162298,1083,515,56101
IMG_0735,82953,50542,93351,1447618,194922,14932,162530,22046,3794,153276,209400,94612,23443,269826,13847714,3604,896,72782,214545,221215,214818,32295,3112,409034,3170,701,68773
IMG_9882,552150,312923,151045,665153,155045,88976,117101,27229,3685,170503,78222,120589,84694,129289,6615011,5672,1034,4924,398499,376503,207726,94941,132277,7325219,2489,47161,47844
IMG_9751,537253,300399,177704,1062849,151190,80643,314363,49773,6102,178523,152657,144484,93484,178261,9442093,9635,1136,4416,560396,406792,300831,154536,180633,3282869,6230,68879,69773
IMG_9952,328825,186028,107538,1059656,118787,78067,193351,13490,4003,149368,146434,72860,165188,176419,9540942,11630,849,2525,506848,448249,222564,144727,147090,3983050,8325,50714,48377
IMG_9930,501336,299649,142656,810047,143532,75952,244287,38825,3954,162151,95923,128003,93580,146954,7576930,8550,1163,4527,509042,346126,232318,136638,171993,5929530,3626,54296,54316
IMG_9970,676463,367263,242229,466439,230444,101433,40580,38853,8929,210937,85410,136942,100785,184911,8401333,5762,813,10552,354055,384287,205800,53126,120133,5392014,1766,26325,68320
IMG_9597,587781,609328,415852,520354,336999,155056,109579,144548,30116,233351,136256,187587,133938,251121,9288107,13076,739,9840,523777,483063,287817,134075,138915,3043571,3805,31252,106001
IMG_0795,75067,67329,100551,1355812,213284,16257,126488,23135,3698,151603,301210,113957,28195,256937,13992485,5735,891,70367,229597,216612,213815,32013,1796,254285,2152,360,62273
IMG_9990,480672,265892,129501,834588,286942,113733,98425,40625,5281,183922,91431,131260,102953,191927,6851892,7366,1337,7650,492072,359769,218865,104558,149734,6658836,3760,49607,53306
IMG_9637,535618,517245,330087,558254,275221,136427,149259,126715,20830,180603,114790,152434,102948,219580,12487888,11618,856,8364,474234,380536,261358,116112,95953,528734,5269,46376,78595
IMG_9801,616692,419411,191270,589622,137483,86826,136603,41128,5878,202552,103923,124946,91298,185158,11091096,6791,1066,5834,467902,298862,219565,113520,114153,2559951,2281,49772,52321
IMG_0732,80820,55796,95883,1329388,214846,16532,169810,26149,4136,151062,264499,97972,24089,255936,14015406,4425,1095,72030,276839,139298,203753,29030,3321,317005,3080,460,63244
IMG_9724,541001,269825,173471,837764,97821,75546,283691,28089,5236,177958,128130,118572,101216,170048,12456589,11338,1128,3839,513123,394483,256280,116436,125932,906492,6784,58240,56872
IMG_9915,529726,389164,183515,757714,243078,89902,195618,84890,9558,167142,99172,155222,93005,136408,4849562,8018,1240,7636,593490,460694,261444,208613,276010,7988713,4486,57920,63964
IMG_9850,627173,301476,155347,608504,143167,82502,69460,19373,3346,172322,82469,110870,95533,174436,7997872,5277,1104,4909,493213,312258,196424,103659,149102,5910839,2289,45700,47280
IMG_9817,734024,333548,185819,803386,128292,89628,280883,25985,4210,179794,114308,138732,94457,182636,11905528,6517,727,5057,514830,372018,257360,129485,121811,1177951,4066,61980,62872
IMG_9903,748309,484663,239195,782540,216877,91700,172254,68984,8956,183331,119795,181816,90856,195234,5692104,6459,1600,9552,531332,403319,297162,158034,168351,6921233,3853,64980,73415
IMG_9620,449661,342911,237948,525322,295592,116197,80856,86615,16015,157780,101735,129579,88246,182708,8843639,6782,780,9287,445020,315970,210022,77880,118232,4974875,3561,28181,70510
IMG_0757,112173,75105,88614,1263617,162756,13981,168603,19030,3444,197030,280164,83990,52809,278526,13698171,3977,757,66230,305775,156027,189139,26229,2552,605814,1912,527,58952
IMG_9636,473681,533651,278003,792666,332362,117979,249676,156376,18120,177297,152779,177082,93795,167855,5746531,16619,1574,6758,639612,375162,314902,204525,212882,6514546,8814,72572,80085
IMG_9715,562871,323332,195519,1106814,184286,98742,276537,57418,7309,182320,154544,163807,101909,147363,3755014,11627,1457,4968,578535,487882,318355,164179,228601,8653308,7103,70329,71775
IMG_0759,119272,74023,88788,1264402,157578,15061,186594,18821,3594,202273,261763,77592,52029,277713,13535941,6370,986,65839,280343,128768,188097,29624,3102,816164,1952,643,58572
IMG_9876,554220,323967,144287,672594,150079,78846,199793,39438,4439,213193,100103,130689,78702,166221,10879937,6329,1090,5572,399371,316764,220556,91196,92565,2944022,2670,49324,49937
IMG_0706,79614,54569,97145,1297216,200789,16371,168438,23618,3706,154595,321444,111054,38261,253468,13973080,4623,899,69557,234118,221290,202544,32418,3293,287751,3882,501,61660
IMG_0716,71054,54607,102233,1369697,184606,14090,122681,19573,3487,142427,287717,131192,28596,260168,13996822,5148,904,68256,206014,397993,211088,34476,3758,132779,3043,678,62817
IMG_0790,69991,69234,100615,1315595,163231,15497,108344,15781,3526,145685,223935,75430,23600,235329,14175917,7424,1038,65822,178308,132381,186479,31087,2977,508375,1802,461,58040
IMG_9877,563554,443084,203173,621832,211850,98933,225278,83420,8691,234185,114242,152924,87020,202140,12391022,7144,1136,7317,417229,351250,247487,100257,80439,946879,3017,54525,57876
IMG_9977,519264,305610,132237,687265,170499,94442,207244,44390,5093,181788,96806,121115,102528,208343,12796344,6508,804,5175,447295,354883,204631,102241,85609,934345,3496,48679,49270
IMG_9967,304572,321111,266291,369278,402371,143667,73579,187250,53886,218535,84304,137794,113880,153413,7091600,12910,851,9928,274472,348602,200725,61355,135839,6853193,3940,3352,89206
IMG_9754,848010,315322,175571,495887,77706,73851,73251,7005,1794,190028,90503,119124,77542,124396,9448102,5921,1019,3648,416125,340477,233302,95691,124111,4488399,2358,48936,37825
IMG_9826,437386,189779,127688,1240489,150465,95966,276053,17833,4271,116122,175203,104856,143335,163423,6975130,15694,952,2975,529876,518994,295652,197066,183852,5815447,9782,64779,62836
IMG_9639,487666,433846,242368,469305,187661,112292,107867,70724,11285,196969,91892,119383,77938,178780,13305852,7397,821,6521,383311,320896,200348,88253,65621,652282,1460,45381,49785
IMG_0789,86430,76944,99780,1185785,119717,13356,136681,9872,2796,134613,203289,79938,17644,217391,14389426,1942,704,59887,160595,167698,172993,24626,4079,494818,557,1111,53232
IMG_9661,654020,581151,257119,731081,228630,120804,241453,98985,11555,213524,147107,172562,104559,190488,10810070,14701,1323,7183,569043,447432,294709,143483,146835,1582436,7168,65271,73212
IMG_9854,694179,382401,189808,673743,282307,130321,172800,76348,9954,212957,103435,132662,112561,214694,11230487,8023,855,6614,381936,442430,231155,79871,102182,1934514,4514,47027,58126
IMG_9858,415948,311387,161323,1265597,232347,83333,283344,75176,9128,172381,177292,146253,156724,195264,6052563,28046,1381,4630,665100,551026,331490,237575,249980,5946295,7499,76714,78108
IMG_0752,76927,53819,76592,1010834,235827,13784,132391,30850,3824,214529,256431,90584,102128,298466,13982750,6748,781,58341,202629,146205,165265,26876,3317,674327,1220,316,50143
IMG_9827,538227,491360,231264,648569,248596,99491,195511,108795,13246,186880,121694,173503,104372,227439,9978603,12289,1127,6473,372450,556359,294210,136421,116800,2919838,6302,56601,69484
IMG_0755,49301,39920,66341,1010028,182236,12296,65096,19292,2802,241671,311155,78277,172371,331032,13906703,13179,889,51308,214682,171969,149886,29923,3570,742309,3751,398,45519
IMG_9601,534686,649773,539595,578410,435338,185395,162153,224858,45329,225634,149820,216875,150774,320716,11084706,14947,1324,11136,658501,587001,347373,132144,136780,349266,7346,24415,141609
IMG_9847,573378,481779,328546,646702,321698,142666,135682,106419,17182,250926,147562,151188,116065,217107,12548983,11173,816,11277,444913,383864,263777,85682,107019,293031,5036,20822,102611
IMG_9700,599699,391170,196442,774811,219150,116351,243434,89522,9109,217974,151171,135224,147894,233038,8914045,13233,1552,4990,499826,472435,252365,140986,165391,3806545,5002,56399,58146
IMG_9791,400865,301137,208127,1021259,306250,90062,221718,120085,9620,163618,147256,146881,103126,164339,7151217,26324,1227,5338,406629,492570,290350,205543,198496,5588742,8569,66899,69657
IMG_9740,798947,369741,213215,927579,139130,113522,215124,19542,4059,204673,127972,153192,93383,159410,11987744,9280,1259,5305,458022,420677,304265,132865,136308,781438,5042,66891,67319
IMG_9803,418370,375943,182213,868671,206919,86186,239424,68530,7814,275477,185362,163109,101087,151912,7325911,10893,1398,4918,377565,228823,249751,132952,155714,5973316,5322,57786,60538
IMG_9748,363680,255977,135969,1141218,187526,82432,237404,49792,7151,144879,172102,94090,106191,184982,10566746,35817,1193,4072,527682,388498,268989,197344,158239,2462146,14029,63251,64505
IMG_9963,402880,363426,192696,673536,353732,117764,196716,127978,15152,198402,112178,163938,130075,225430,9799319,8448,1042,7651,405845,473242,255474,106514,113617,3354154,4231,51240,61224
IMG_9839,640231,559695,343260,566368,257748,106521,147866,103601,17421,187905,119289,170297,91435,239960,9728868,8518,1269,9538,508212,460797,281254,131701,115285,2981860,3588,52394,81023
IMG_9873,513190,386110,189968,665991,165903,92400,143074,36967,4843,205332,95963,135690,113495,211483,13029814,9124,1297,6253,392222,415667,225427,103403,75756,592390,3761,48879,51502
IMG_9925,689563,277958,186108,952865,163883,122208,295676,29050,5188,193545,137569,163123,116117,226351,12242135,6183,1152,6267,457920,401996,278433,129519,105882,593996,3898,64933,64386
IMG_9896,396703,439760,299151,613290,418844,153383,176779,186793,31118,199080,124204,150722,146501,264747,11334029,12021,715,10405,507778,453531,261945,109088,129102,1366721,7767,20767,100960
IMG_9684,726822,486585,191568,720406,179023,102082,188683,56450,6487,183155,122089,161241,74958,123831,4385720,9517,1289,6355,446612,422885,276664,139137,194014,8577630,3394,63237,66070
IMG_9618,434402,405167,169463,923529,249821,92116,248368,102004,8417,148485,154774,140950,100359,156104,6310080,20902,1417,5423,545277,304506,277876,215753,186448,6568426,10482,65820,69535
IMG_9892,465968,306892,178675,1131671,293311,98097,267087,89558,9421,162567,146503,168982,113326,184167,5756573,12668,1276,5814,628839,436327,315347,200209,199406,6587520,8064,71625,76011
IMG_9762,389872,262539,131809,1015224,134135,87512,221690,21315,3981,177163,146112,87104,145619,134794,6366463,11837,1080,3241,469277,469824,247440,149825,200862,6920755,6943,54925,54563
IMG_9600,462320,520855,272921,737353,305033,106823,200021,139335,18942,183589,125746,180040,109864,182283,5775200,13274,1273,6837,578933,454038,298623,184380,217821,6687271,9993,62032,81104
IMG_9979,599437,214618,110492,839881,110266,80171,200840,11022,2516,196530,106433,122993,97861,128148,7065302,6186,764,3312,333338,392812,224158,105441,126669,6732929,4077,51193,48515
IMG_0782,100825,52978,94073,1447074,110360,15410,176112,11998,3725,154147,211991,98583,22260,282974,13771754,3144,965,57516,240441,209804,215575,32195,10901,507253,1539,1574,80733
IMG_9816,519211,265529,131457,926417,140388,77902,262413,21196,3254,185386,135453,107282,92288,144382,9274009,5888,657,3700,488123,340850,234732,118026,138786,4181658,3875,56604,56438
IMG_9634,677970,669276,497801,554784,373999,150217,145099,184373,38544,238537,156941,195712,136121,294189,11313223,16523,1155,11367,662623,586999,338887,126571,113610,264631,4673,32878,129201
IMG_9674,456048,491146,256423,522945,282527,112926,151708,141241,23040,165403,103774,149793,68415,157520,6843367,7273,1179,7550,451656,365596,250009,114798,109616,6562331,2752,51863,65005
IMG_0794,65197,61291,101087,1241635,242606,15614,112026,27288,4255,135087,270836,122028,24679,236207,13890430,6907,779,66693,195465,247518,209067,30401,3333,544181,2149,361,58784
IMG_9804,514712,404490,178925,1096920,220583,88804,317156,82596,7359,281344,268733,200039,96309,155213,4216103,9246,1488,5491,454088,296212,314665,159325,229087,8162140,4808,74189,75879
IMG_9649,621962,706547,557893,469338,389433,167545,123487,212905,55230,248444,158495,214833,104585,235991,8822172,13684,996,11525,463314,514878,343009,144524,136333,3036625,3455,17923,140778
IMG_9922,528698,355510,193319,825313,225622,104355,291212,100285,9127,189419,114547,147151,106617,211052,12682624,8058,1300,6718,448216,414174,263383,131916,103316,325609,3454,61102,63807
IMG_0792,68119,59272,107158,1373450,72912,12114,107502,8307,3126,136387,207490,79699,23669,265931,13840316,4295,938,23774,219750,201126,191264,39365,34197,732426,2955,2536,97826
IMG_9835,488904,548541,337572,588081,315161,123748,164126,160300,28200,189194,113582,173969,96249,204921,8193363,12708,1503,8989,460499,460797,297485,116005,146597,4547179,4161,47249,86821
IMG_9811,489561,376818,223667,1261467,409472,123329,283983,152493,15422,172745,190302,152980,121994,194495,6144756,31071,1526,6001,588004,432544,349695,261673,241653,5509783,9611,84032,86827
IMG_9623,755489,517649,235635,754887,146715,110707,283735,57838,5734,226626,150869,169332,82762,143993,9457108,11981,1533,6521,529486,361310,294633,150678,157686,3157043,4552,69458,71944
IMG_9941,550356,257193,154510,969214,139412,97218,262903,18900,4419,172344,119478,136792,103899,182487,12206920,8061,1016,5046,460771,374917,251092,132669,124781,1058256,6034,58923,58293
IMG_9727,345678,229039,126768,1251640,113669,94482,202646,13643,4504,139224,174315,84074,207803,182693,8191920,18345,1277,3131,603599,466927,259729,171873,178644,4730593,10912,61874,46902
IMG_0711,80884,51350,95004,1305250,200121,14841,145647,24012,3559,145492,229052,121578,24833,251646,13836016,4125,964,68499,222595,216047,207700,27475,3116,571745,2645,486,61222
IMG_9606,417649,313701,145445,934226,188503,85295,242026,61196,5786,131394,125402,145198,110530,172399,8110271,9163,947,4483,534794,403049,261693,141604,162520,5074771,7240,61962,64657
IMG_9893,413951,359829,228582,704781,389742,144371,181955,136622,19687,186298,116745,146143,126442,240057,12354325,11420,762,8224,421602,467121,253885,106206,106480,667144,5978,38931,78621
IMG_9703,523500,500822,218660,862405,312244,125696,249021,119832,13182,196983,156533,182130,113152,179641,6211404,13430,1427,7337,482236,515774,318587,158203,201648,6101213,5706,69748,75390
IMG_0778,60250,47122,74767,1113534,160460,11406,94410,20545,3394,198051,218507,81751,104968,299296,13441407,6444,1130,57139,215223,226994,165327,26860,4080,1230973,564,519,50783
IMG_9898,353034,306064,170336,527675,335475,153515,139774,135520,19019,213715,135552,125087,92791,164074,11566462,10582,674,7592,274608,275880,196873,76639,76728,2465042,3556,31436,58201
IMG_0707,84283,40005,86487,1390929,118152,13940,130345,11776,3605,142812,206339,111094,27228,274387,13719095,5127,1158,63058,232320,234341,201522,32845,7443,708645,1400,1358,66210
IMG_9905,387107,476138,279888,479704,354679,122251,120765,180471,36477,193899,99181,151788,87523,177842,6631735,9916,1095,9070,446681,423128,258504,123709,142410,6605398,2637,36032,77876
IMG_0731,65829,58027,92932,1224169,281000,15786,141882,38393,4233,148313,315984,111952,26484,253605,14001426,4560,794,69236,288482,262160,199139,27616,2802,212778,6426,446,61450
